[2026-07-31 09:43:30.968] [剩余时间: 300秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:44.808] [剩余时间: 286秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:44.861] [剩余时间: 286秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:44.914] [剩余时间: 286秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:44.960] [剩余时间: 286秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.012] [剩余时间: 285秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.062] [剩余时间: 285秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.109] [剩余时间: 285秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.158] [剩余时间: 285秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.207] [剩余时间: 285秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.259] [剩余时间: 285秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.308] [剩余时间: 285秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.358] [剩余时间: 285秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.408] [剩余时间: 285秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.456] [剩余时间: 285秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.505] [剩余时间: 285秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.555] [剩余时间: 285秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.599] [剩余时间: 285秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.652] [剩余时间: 285秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.705] [剩余时间: 285秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.753] [剩余时间: 285秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.804] [剩余时间: 285秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.855] [剩余时间: 285秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.907] [剩余时间: 285秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:45.958] [剩余时间: 285秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.002] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.053] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.098] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.149] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.198] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.245] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.295] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.345] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.395] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.441] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.496] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.544] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.589] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.638] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.687] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.734] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.780] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.827] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.874] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.925] [剩余时间: 284秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:46.973] [剩余时间: 283秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.018] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.065] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.112] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.162] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.208] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.260] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.310] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.357] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.406] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.450] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.500] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.545] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.596] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.641] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.689] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.737] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.787] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.837] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.884] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.933] [剩余时间: 283秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:47.983] [剩余时间: 282秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.044] [剩余时间: 282秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.093] [剩余时间: 282秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.139] [剩余时间: 282秒] AIN1:1151, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.188] [剩余时间: 282秒] AIN1:1151, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.237] [剩余时间: 282秒] AIN1:1151, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.284] [剩余时间: 282秒] AIN1:1151, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.332] [剩余时间: 282秒] AIN1:1151, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.379] [剩余时间: 282秒] AIN1:1151, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.429] [剩余时间: 282秒] AIN1:1151, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.475] [剩余时间: 282秒] AIN1:1151, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.523] [剩余时间: 282秒] AIN1:1151, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.569] [剩余时间: 282秒] AIN1:1151, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.619] [剩余时间: 282秒] AIN1:1151, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.665] [剩余时间: 282秒] AIN1:1151, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.713] [剩余时间: 282秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.760] [剩余时间: 282秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.818] [剩余时间: 282秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.871] [剩余时间: 282秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.916] [剩余时间: 282秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:48.963] [剩余时间: 282秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.015] [剩余时间: 281秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.061] [剩余时间: 281秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.109] [剩余时间: 281秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.156] [剩余时间: 281秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.203] [剩余时间: 281秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.249] [剩余时间: 281秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.301] [剩余时间: 281秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.350] [剩余时间: 281秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.398] [剩余时间: 281秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.448] [剩余时间: 281秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.496] [剩余时间: 281秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.544] [剩余时间: 281秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.591] [剩余时间: 281秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.640] [剩余时间: 281秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.691] [剩余时间: 281秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.743] [剩余时间: 281秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.795] [剩余时间: 281秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.844] [剩余时间: 281秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.896] [剩余时间: 281秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.939] [剩余时间: 281秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:49.988] [剩余时间: 280秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.038] [剩余时间: 280秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.086] [剩余时间: 280秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.141] [剩余时间: 280秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.189] [剩余时间: 280秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.238] [剩余时间: 280秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.286] [剩余时间: 280秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.334] [剩余时间: 280秒] AIN1:1151, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.386] [剩余时间: 280秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.431] [剩余时间: 280秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.481] [剩余时间: 280秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.531] [剩余时间: 280秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.578] [剩余时间: 280秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.625] [剩余时间: 280秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.673] [剩余时间: 280秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.721] [剩余时间: 280秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.767] [剩余时间: 280秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.817] [剩余时间: 280秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.860] [剩余时间: 280秒] AIN1:1145, AIN2:1139, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.909] [剩余时间: 280秒] AIN1:1145, AIN2:1139, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:50.957] [剩余时间: 280秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:51.008] [剩余时间: 279秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:51.052] [剩余时间: 279秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:51.102] [剩余时间: 279秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:51.153] [剩余时间: 279秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:51.203] [剩余时间: 279秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:51.250] [剩余时间: 279秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:51.298] [剩余时间: 279秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:51.346] [剩余时间: 279秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:51.395] [剩余时间: 279秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:51.443] [剩余时间: 279秒] AIN1:1145, AIN2:1145, AIN3:1148, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:51.488] [剩余时间: 279秒] AIN1:1145, AIN2:1145, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 09:43:51.535] [剩余时间: 279秒] AIN1:1151, AIN2:1151, AIN3:1142, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
