[2026-07-31 10:03:03.171] [剩余时间: 300秒] AIN1:62516, AIN2:50547, AIN3:61131, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:29.884] [剩余时间: 153秒] AIN1:63406, AIN2:43495, AIN3:61131, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:29.934] [剩余时间: 153秒] AIN1:63406, AIN2:43495, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:29.982] [剩余时间: 153秒] AIN1:63703, AIN2:50943, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.032] [剩余时间: 153秒] AIN1:63703, AIN2:50943, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.085] [剩余时间: 153秒] AIN1:63703, AIN2:50943, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.133] [剩余时间: 153秒] AIN1:63703, AIN2:50943, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.173] [剩余时间: 152秒] AIN1:63703, AIN2:50943, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.207] [剩余时间: 152秒] AIN1:63703, AIN2:50943, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.254] [剩余时间: 152秒] AIN1:63703, AIN2:50943, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.307] [剩余时间: 152秒] AIN1:63703, AIN2:50943, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.357] [剩余时间: 152秒] AIN1:63703, AIN2:50943, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.403] [剩余时间: 152秒] AIN1:63703, AIN2:50943, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.456] [剩余时间: 152秒] AIN1:63703, AIN2:50943, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.508] [剩余时间: 152秒] AIN1:65534, AIN2:50943, AIN3:61428, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.559] [剩余时间: 152秒] AIN1:65534, AIN2:44937, AIN3:61428, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.632] [剩余时间: 152秒] AIN1:65534, AIN2:44937, AIN3:61428, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.672] [剩余时间: 152秒] AIN1:65534, AIN2:44937, AIN3:61428, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.709] [剩余时间: 152秒] AIN1:65534, AIN2:44937, AIN3:61428, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.753] [剩余时间: 152秒] AIN1:65534, AIN2:44937, AIN3:61428, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.803] [剩余时间: 152秒] AIN1:65534, AIN2:44937, AIN3:61428, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.850] [剩余时间: 152秒] AIN1:65534, AIN2:44937, AIN3:61428, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.901] [剩余时间: 152秒] AIN1:65534, AIN2:44937, AIN3:61428, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.945] [剩余时间: 152秒] AIN1:65534, AIN2:44937, AIN3:61428, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:30.994] [剩余时间: 152秒] AIN1:65534, AIN2:44937, AIN3:61428, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.043] [剩余时间: 152秒] AIN1:65534, AIN2:44937, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.090] [剩余时间: 152秒] AIN1:54433, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.137] [剩余时间: 152秒] AIN1:54433, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.184] [剩余时间: 151秒] AIN1:54433, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.221] [剩余时间: 151秒] AIN1:54433, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.274] [剩余时间: 151秒] AIN1:54433, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.322] [剩余时间: 151秒] AIN1:54433, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.397] [剩余时间: 151秒] AIN1:54433, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.448] [剩余时间: 151秒] AIN1:54433, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.491] [剩余时间: 151秒] AIN1:54433, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.543] [剩余时间: 151秒] AIN1:54433, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.589] [剩余时间: 151秒] AIN1:54433, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.636] [剩余时间: 151秒] AIN1:60241, AIN2:43665, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.678] [剩余时间: 151秒] AIN1:60241, AIN2:43495, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.715] [剩余时间: 151秒] AIN1:60241, AIN2:43495, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.766] [剩余时间: 151秒] AIN1:60241, AIN2:43495, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.817] [剩余时间: 151秒] AIN1:60241, AIN2:43495, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.863] [剩余时间: 151秒] AIN1:60241, AIN2:43495, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.911] [剩余时间: 151秒] AIN1:60241, AIN2:43495, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:31.958] [剩余时间: 151秒] AIN1:60241, AIN2:43495, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.011] [剩余时间: 151秒] AIN1:60241, AIN2:43495, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.065] [剩余时间: 151秒] AIN1:60241, AIN2:43495, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.113] [剩余时间: 151秒] AIN1:60241, AIN2:43495, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.200] [剩余时间: 150秒] AIN1:54518, AIN2:43495, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.240] [剩余时间: 150秒] AIN1:54518, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.288] [剩余时间: 150秒] AIN1:54518, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.335] [剩余时间: 150秒] AIN1:54518, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.386] [剩余时间: 150秒] AIN1:54518, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.437] [剩余时间: 150秒] AIN1:54518, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.485] [剩余时间: 150秒] AIN1:54518, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.530] [剩余时间: 150秒] AIN1:54518, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.579] [剩余时间: 150秒] AIN1:54518, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.629] [剩余时间: 150秒] AIN1:54518, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.679] [剩余时间: 150秒] AIN1:54518, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.715] [剩余时间: 150秒] AIN1:54518, AIN2:43665, AIN3:65534, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.762] [剩余时间: 150秒] AIN1:63604, AIN2:43665, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.809] [剩余时间: 150秒] AIN1:63604, AIN2:50943, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.862] [剩余时间: 150秒] AIN1:63604, AIN2:50943, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.911] [剩余时间: 150秒] AIN1:63604, AIN2:50943, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:32.982] [剩余时间: 150秒] AIN1:63604, AIN2:50943, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.030] [剩余时间: 150秒] AIN1:63604, AIN2:50943, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.077] [剩余时间: 150秒] AIN1:63604, AIN2:50943, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.124] [剩余时间: 150秒] AIN1:63604, AIN2:50943, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.171] [剩余时间: 149秒] AIN1:63604, AIN2:50943, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.208] [剩余时间: 149秒] AIN1:63604, AIN2:50943, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.257] [剩余时间: 149秒] AIN1:63604, AIN2:50943, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.299] [剩余时间: 149秒] AIN1:63604, AIN2:50943, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.351] [剩余时间: 149秒] AIN1:63604, AIN2:44852, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.397] [剩余时间: 149秒] AIN1:63604, AIN2:44852, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.447] [剩余时间: 149秒] AIN1:63604, AIN2:44852, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.494] [剩余时间: 149秒] AIN1:63604, AIN2:44852, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.539] [剩余时间: 149秒] AIN1:63604, AIN2:44852, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.590] [剩余时间: 149秒] AIN1:63604, AIN2:44852, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.646] [剩余时间: 149秒] AIN1:63604, AIN2:44852, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.687] [剩余时间: 149秒] AIN1:63604, AIN2:44852, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.730] [剩余时间: 149秒] AIN1:63604, AIN2:44852, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.766] [剩余时间: 149秒] AIN1:63604, AIN2:44852, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.814] [剩余时间: 149秒] AIN1:63604, AIN2:44852, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.857] [剩余时间: 149秒] AIN1:63604, AIN2:44852, AIN3:61725, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.912] [剩余时间: 149秒] AIN1:54518, AIN2:43495, AIN3:49261, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:33.965] [剩余时间: 149秒] AIN1:54518, AIN2:43495, AIN3:49261, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.007] [剩余时间: 149秒] AIN1:54518, AIN2:43495, AIN3:49261, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.060] [剩余时间: 149秒] AIN1:54518, AIN2:43495, AIN3:49261, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.109] [剩余时间: 149秒] AIN1:54518, AIN2:43495, AIN3:49261, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.164] [剩余时间: 149秒] AIN1:54518, AIN2:43495, AIN3:49261, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.201] [剩余时间: 148秒] AIN1:54518, AIN2:43495, AIN3:49261, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.249] [剩余时间: 148秒] AIN1:54518, AIN2:43495, AIN3:49261, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.296] [剩余时间: 148秒] AIN1:54518, AIN2:43495, AIN3:49261, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.345] [剩余时间: 148秒] AIN1:54518, AIN2:43495, AIN3:49261, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.395] [剩余时间: 148秒] AIN1:54518, AIN2:43495, AIN3:49261, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.445] [剩余时间: 148秒] AIN1:54518, AIN2:43495, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.524] [剩余时间: 148秒] AIN1:60142, AIN2:42224, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.569] [剩余时间: 148秒] AIN1:60142, AIN2:42224, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.617] [剩余时间: 148秒] AIN1:60142, AIN2:42224, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.664] [剩余时间: 148秒] AIN1:60142, AIN2:42224, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.702] [剩余时间: 148秒] AIN1:60142, AIN2:42224, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.737] [剩余时间: 148秒] AIN1:60142, AIN2:42224, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.785] [剩余时间: 148秒] AIN1:60142, AIN2:42224, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.832] [剩余时间: 148秒] AIN1:60142, AIN2:42224, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.877] [剩余时间: 148秒] AIN1:60142, AIN2:42224, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.929] [剩余时间: 148秒] AIN1:60142, AIN2:42224, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:34.981] [剩余时间: 148秒] AIN1:60142, AIN2:42224, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.028] [剩余时间: 148秒] AIN1:54687, AIN2:42224, AIN3:61280, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.075] [剩余时间: 148秒] AIN1:54687, AIN2:43665, AIN3:61280, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.127] [剩余时间: 148秒] AIN1:54687, AIN2:43665, AIN3:61280, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.187] [剩余时间: 147秒] AIN1:54687, AIN2:43665, AIN3:61280, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.225] [剩余时间: 147秒] AIN1:54687, AIN2:43665, AIN3:61280, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.305] [剩余时间: 147秒] AIN1:54687, AIN2:43665, AIN3:61280, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.359] [剩余时间: 147秒] AIN1:54687, AIN2:43665, AIN3:61280, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.411] [剩余时间: 147秒] AIN1:54687, AIN2:43665, AIN3:61280, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.464] [剩余时间: 147秒] AIN1:54687, AIN2:43665, AIN3:61280, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.512] [剩余时间: 147秒] AIN1:54687, AIN2:43665, AIN3:61280, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.560] [剩余时间: 147秒] AIN1:54687, AIN2:43665, AIN3:61873, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.608] [剩余时间: 147秒] AIN1:63604, AIN2:50745, AIN3:61873, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.657] [剩余时间: 147秒] AIN1:63604, AIN2:50745, AIN3:61873, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.696] [剩余时间: 147秒] AIN1:63604, AIN2:50745, AIN3:61873, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.745] [剩余时间: 147秒] AIN1:63604, AIN2:50745, AIN3:61873, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.792] [剩余时间: 147秒] AIN1:63604, AIN2:50745, AIN3:61873, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.842] [剩余时间: 147秒] AIN1:63604, AIN2:50745, AIN3:61873, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.892] [剩余时间: 147秒] AIN1:63604, AIN2:50745, AIN3:61873, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.935] [剩余时间: 147秒] AIN1:63604, AIN2:50745, AIN3:61873, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:35.995] [剩余时间: 147秒] AIN1:63604, AIN2:50745, AIN3:61873, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.050] [剩余时间: 147秒] AIN1:63604, AIN2:50745, AIN3:61873, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.124] [剩余时间: 147秒] AIN1:63604, AIN2:50745, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.173] [剩余时间: 146秒] AIN1:65534, AIN2:44852, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.211] [剩余时间: 146秒] AIN1:65534, AIN2:44852, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.262] [剩余时间: 146秒] AIN1:65534, AIN2:44852, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.314] [剩余时间: 146秒] AIN1:65534, AIN2:44852, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.368] [剩余时间: 146秒] AIN1:65534, AIN2:44852, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.421] [剩余时间: 146秒] AIN1:65534, AIN2:44852, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.469] [剩余时间: 146秒] AIN1:65534, AIN2:44852, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.522] [剩余时间: 146秒] AIN1:65534, AIN2:44852, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.569] [剩余时间: 146秒] AIN1:65534, AIN2:44852, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.616] [剩余时间: 146秒] AIN1:65534, AIN2:44852, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
[2026-07-31 10:05:36.664] [剩余时间: 146秒] AIN1:65534, AIN2:44852, AIN3:61576, AIN4:65535, AIN5:65535, AIN6:65535, AIN7:65535, AIN8:65535, AIN9:65535
